"EnsemblID"	"Name"	"HeLa"	"description"
"1568"	"ENSMUSG00000038500"	"Prr3"	"RNAbinding"	"proline-rich polypeptide 3 [Source:MGI Symbol;Acc:MGI:1922460]"
"1570"	"ENSMUSG00000039262"	"Prrc2b"	"RNAbinding"	"proline-rich coiled-coil 2B [Source:MGI Symbol;Acc:MGI:1923304]"
"1571"	"ENSMUSG00000040225"	"Prrc2c"	"RNAbinding"	"proline-rich coiled-coil 2C [Source:MGI Symbol;Acc:MGI:1913754]"
"1574"	"ENSMUSG00000028484"	"Psip1"	"RNAbinding"	"PC4 and SFRS1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2142116]"
"1582"	"ENSMUSG00000021178"	"Psmc1"	"RNAbinding"	"protease (prosome, macropain) 26S subunit, ATPase 1 [Source:MGI Symbol;Acc:MGI:106054]"
"1588"	"ENSMUSG00000005625"	"Psmd4"	"RNAbinding"	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 [Source:MGI Symbol;Acc:MGI:1201670]"
"1595"	"ENSMUSG00000021938"	"Pspc1"	"RNAbinding"	"paraspeckle protein 1 [Source:MGI Symbol;Acc:MGI:1913895]"
"1597"	"ENSMUSG00000006498"	"Ptbp1"	"RNAbinding"	"polypyrimidine tract binding protein 1 [Source:MGI Symbol;Acc:MGI:97791]"
"1598"	"ENSMUSG00000028134"	"Ptbp2"	"RNAbinding"	"polypyrimidine tract binding protein 2 [Source:MGI Symbol;Acc:MGI:1860489]"
"1599"	"ENSMUSG00000029624"	"Ptcd1"	"RNAbinding"	"pentatricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1919049]"
"1600"	"ENSMUSG00000021650"	"Ptcd2"	"RNAbinding"	"pentatricopeptide repeat domain 2 [Source:MGI Symbol;Acc:MGI:1916177]"
"1601"	"ENSMUSG00000063884"	"Ptcd3"	"RNAbinding"	"pentatricopeptide repeat domain 3 [Source:MGI Symbol;Acc:MGI:1917206]"
"1607"	"ENSMUSG00000027540"	"Ptpn1"	"RNAbinding"	"protein tyrosine phosphatase, non-receptor type 1 [Source:MGI Symbol;Acc:MGI:97805]"
"1609"	"ENSMUSG00000004044"	"Ptrf"	"RNAbinding"	"polymerase I and transcript release factor [Source:MGI Symbol;Acc:MGI:1277968]"
"1610"	"ENSMUSG00000053746"	"Ptrh1"	"RNAbinding"	"peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1913779]"
"1611"	"ENSMUSG00000002524"	"Puf60"	"RNAbinding"	"poly-U binding splicing factor 60 [Source:MGI Symbol;Acc:MGI:1915209]"
"1612"	"ENSMUSG00000028580"	"Pum1"	"RNAbinding"	"pumilio 1 (Drosophila) [Source:MGI Symbol;Acc:MGI:1931749]"
"1613"	"ENSMUSG00000020594"	"Pum2"	"RNAbinding"	"pumilio 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1931751]"
"1614"	"ENSMUSG00000043991"	"Pura"	"RNAbinding"	"purine rich element binding protein A [Source:MGI Symbol;Acc:MGI:103079]"
"1615"	"ENSMUSG00000091207"	"Purb"	"RNAbinding"	NA
"1617"	"ENSMUSG00000029507"	"Pus1"	"RNAbinding"	"pseudouridine synthase 1 [Source:MGI Symbol;Acc:MGI:1929237]"
"1618"	"ENSMUSG00000057541"	"Pus7"	"RNAbinding"	"pseudouridylate synthase 7 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1925947]"
"1621"	"ENSMUSG00000032834"	"Pwp2"	"RNAbinding"	"PWP2 periodic tryptophan protein homolog (yeast) [Source:MGI Symbol;Acc:MGI:1341200]"
"1627"	"ENSMUSG00000056211"	"R3hdm1"	"RNAbinding"	"R3H domain containing 1 [Source:MGI Symbol;Acc:MGI:2448514]"
"1628"	"ENSMUSG00000025404"	"R3hdm2"	"RNAbinding"	"R3H domain containing 2 [Source:MGI Symbol;Acc:MGI:1919000]"
"1636"	"ENSMUSG00000027593"	"Raly"	"RNAbinding"	"hnRNP-associated with lethal yellow [Source:MGI Symbol;Acc:MGI:97850]"
"1637"	"ENSMUSG00000039717"	"Ralyl"	"RNAbinding"	"RALY RNA binding protein-like [Source:MGI Symbol;Acc:MGI:1924147]"
"1638"	"ENSMUSG00000029430"	"Ran"	"RNAbinding"	"RAN, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1333112]"
"1645"	"ENSMUSG00000010205"	"Raver1"	"RNAbinding"	"ribonucleoprotein, PTB-binding 1 [Source:MGI Symbol;Acc:MGI:1919016]"
"1646"	"ENSMUSG00000035275"	"Raver2"	"RNAbinding"	"ribonucleoprotein, PTB-binding 2 [Source:MGI Symbol;Acc:MGI:2443623]"
"1649"	"ENSMUSG00000033565"	"Rbfox2"	"RNAbinding"	"RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:MGI Symbol;Acc:MGI:1933973]"
"1650"	"ENSMUSG00000031060"	"Rbm10"	"RNAbinding"	"RNA binding motif protein 10 [Source:MGI Symbol;Acc:MGI:2384310]"
"1651"	"ENSMUSG00000089824"	"Rbm12"	"RNAbinding"	"RNA binding motif protein 12 [Source:MGI Symbol;Acc:MGI:1922960]"
"1652"	"ENSMUSG00000046667"	"Rbm12b"	"RNAbinding"	"RNA binding motif protein 12 B1 [Source:MGI Symbol;Acc:MGI:1919647]"
"1653"	"ENSMUSG00000006456"	"Rbm14"	"RNAbinding"	"RNA binding motif protein 14 [Source:MGI Symbol;Acc:MGI:1929092]"
"1654"	"ENSMUSG00000048109"	"Rbm15"	"RNAbinding"	"RNA binding motif protein 15 [Source:MGI Symbol;Acc:MGI:2443205]"
"1655"	"ENSMUSG00000045365"	"Rbm15b"	"RNAbinding"	"RNA binding motif protein 15B [Source:MGI Symbol;Acc:MGI:1923598]"
"1658"	"ENSMUSG00000029594"	"Rbm19"	"RNAbinding"	"RNA binding motif protein 19 [Source:MGI Symbol;Acc:MGI:1921361]"
"1659"	"ENSMUSG00000024604"	"Rbm22"	"RNAbinding"	"RNA binding motif protein 22 [Source:MGI Symbol;Acc:MGI:1914060]"
"1661"	"ENSMUSG00000010608"	"Rbm25"	"RNAbinding"	"RNA binding motif protein 25 [Source:MGI Symbol;Acc:MGI:1914289]"
"1662"	"ENSMUSG00000022119"	"Rbm26"	"RNAbinding"	"RNA binding motif protein 26 [Source:MGI Symbol;Acc:MGI:1921463]"
"1663"	"ENSMUSG00000024491"	"Rbm27"	"RNAbinding"	"RNA binding motif protein 27 [Source:MGI Symbol;Acc:MGI:2147194]"
"1664"	"ENSMUSG00000029701"	"Rbm28"	"RNAbinding"	"RNA binding motif protein 28 [Source:MGI Symbol;Acc:MGI:2655711]"
"1665"	"ENSMUSG00000031167"	"Rbm3"	"RNAbinding"	"RNA binding motif protein 3 [Source:MGI Symbol;Acc:MGI:1099460]"
"1666"	"ENSMUSG00000048271"	"Rbm33"	"RNAbinding"	"RNA binding motif protein 33 [Source:MGI Symbol;Acc:MGI:1919670]"
"1667"	"ENSMUSG00000033931"	"Rbm34"	"RNAbinding"	"RNA binding motif protein 34 [Source:MGI Symbol;Acc:MGI:1098653]"
"1668"	"ENSMUSG00000027510"	"Rbm38"	"RNAbinding"	"RNA binding motif protein 38 [Source:MGI Symbol;Acc:MGI:1889294]"
"1669"	"ENSMUSG00000027620"	"Rbm39"	"RNAbinding"	"RNA binding motif protein 39 [Source:MGI Symbol;Acc:MGI:2157953]"
"1670"	"ENSMUSG00000036733"	"Rbm42"	"RNAbinding"	"RNA binding motif protein 42 [Source:MGI Symbol;Acc:MGI:1915285]"
"1671"	"ENSMUSG00000042369"	"Rbm45"	"RNAbinding"	"RNA binding motif protein 45 [Source:MGI Symbol;Acc:MGI:2387367]"
"1673"	"ENSMUSG00000070780"	"Rbm47"	"RNAbinding"	"RNA binding motif protein 47 [Source:MGI Symbol;Acc:MGI:2384294]"
"1674"	"ENSMUSG00000033760"	"Rbm4b"	"RNAbinding"	"RNA binding motif protein 4B [Source:MGI Symbol;Acc:MGI:1913954]"
"1676"	"ENSMUSG00000032582"	"Rbm6"	"RNAbinding"	"RNA binding motif protein 6 [Source:MGI Symbol;Acc:MGI:1338037]"
"1677"	"ENSMUSG00000042396"	"Rbm7"	"RNAbinding"	"RNA binding motif protein 7 [Source:MGI Symbol;Acc:MGI:1914260]"
"1679"	"ENSMUSG00000026970"	"Rbms1"	"RNAbinding"	"RNA binding motif, single stranded interacting protein 1 [Source:MGI Symbol;Acc:MGI:1861774]"
"1680"	"ENSMUSG00000040043"	"Rbms2"	"RNAbinding"	"RNA binding motif, single stranded interacting protein 2 [Source:MGI Symbol;Acc:MGI:1861776]"
"1683"	"ENSMUSG00000031107"	"Rbmx2"	"RNAbinding"	"RNA binding motif protein, X-linked 2 [Source:MGI Symbol;Acc:MGI:1919414]"
"1684"	"ENSMUSG00000037070"	"Rbmxl1"	"RNAbinding"	"RNA binding motif protein, X linked-like-1 [Source:MGI Symbol;Acc:MGI:1343045]"
"1686"	"ENSMUSG00000031586"	"Rbpms"	"RNAbinding"	"RNA binding protein gene with multiple splicing [Source:MGI Symbol;Acc:MGI:1334446]"
"1688"	"ENSMUSG00000040423"	"Rc3h1"	"RNAbinding"	"RING CCCH (C3H) domains 1 [Source:MGI Symbol;Acc:MGI:2685397]"
"1689"	"ENSMUSG00000075376"	"Rc3h2"	"RNAbinding"	"ring finger and CCCH-type zinc finger domains 2 [Source:MGI Symbol;Acc:MGI:2442789]"
"1690"	"ENSMUSG00000040945"	"Rcc2"	"RNAbinding"	"regulator of chromosome condensation 2 [Source:MGI Symbol;Acc:MGI:1919784]"
"1692"	"ENSMUSG00000024369"	"Rdbp"	"RNAbinding"	"negative elongation factor complex member E, Rdbp [Source:MGI Symbol;Acc:MGI:102744]"
"1694"	"ENSMUSG00000032050"	"Rdx"	"RNAbinding"	"radixin [Source:MGI Symbol;Acc:MGI:97887]"
"1697"	"ENSMUSG00000052751"	"Repin1"	"RNAbinding"	"replication initiator 1 [Source:MGI Symbol;Acc:MGI:1889817]"
"1700"	"ENSMUSG00000052406"	"Rexo4"	"RNAbinding"	"REX4, RNA exonuclease 4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2684957]"
"1701"	"ENSMUSG00000044763"	"Rg9mtd1"	"RNAbinding"	"tRNA methyltransferase 10C [Source:MGI Symbol;Acc:MGI:1196261]"
"1702"	"ENSMUSG00000004127"	"Rg9mtd2"	"RNAbinding"	"tRNA methyltransferase 10A [Source:MGI Symbol;Acc:MGI:1920421]"
"1705"	"ENSMUSG00000041670"	"Rims1"	"RNAbinding"	"regulating synaptic membrane exocytosis 1 [Source:MGI Symbol;Acc:MGI:2152971]"
"1717"	"ENSMUSG00000038046"	"Rnmtl1"	"RNAbinding"	"RNA methyltransferase like 1 [Source:MGI Symbol;Acc:MGI:1914640]"
"1719"	"ENSMUSG00000034681"	"Rnps1"	"RNAbinding"	"ribonucleic acid binding protein S1 [Source:MGI Symbol;Acc:MGI:97960]"
"1721"	"ENSMUSG00000028382"	"Rod1"	"RNAbinding"	"polypyrimidine tract binding protein 3 [Source:MGI Symbol;Acc:MGI:1923334]"
"1725"	"ENSMUSG00000038510"	"Rpf2"	"RNAbinding"	"ribosome production factor 2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914489]"
"1726"	"ENSMUSG00000031174"	"Rpgr"	"RNAbinding"	"retinitis pigmentosa GTPase regulator [Source:MGI Symbol;Acc:MGI:1344037]"
"1729"	"ENSMUSG00000058443"	"Rpl10-ps3"	"RNAbinding"	"ribosomal protein L10, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3704336]"
"1730"	"ENSMUSG00000000740"	"Rpl13"	"RNAbinding"	"ribosomal protein L13 [Source:MGI Symbol;Acc:MGI:105922]"
"1732"	"ENSMUSG00000059835"	"Rpl13-ps3"	"RNAbinding"	"ribosomal protein L13, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3646682]"
"1733"	"ENSMUSG00000025794"	"Rpl14"	"RNAbinding"	"ribosomal protein L14 [Source:MGI Symbol;Acc:MGI:1914365]"
"1734"	"ENSMUSG00000012405"	"Rpl15"	"RNAbinding"	"ribosomal protein L15 [Source:MGI Symbol;Acc:MGI:1913730]"
"1737"	"ENSMUSG00000045128"	"Rpl18a"	"RNAbinding"	"ribosomal protein L18A [Source:MGI Symbol;Acc:MGI:1924058]"
"1738"	"ENSMUSG00000017404"	"Rpl19"	"RNAbinding"	"ribosomal protein L19 [Source:MGI Symbol;Acc:MGI:98020]"
"1740"	"ENSMUSG00000028936"	"Rpl22"	"RNAbinding"	"ribosomal protein L22 [Source:MGI Symbol;Acc:MGI:99262]"
"1742"	"ENSMUSG00000071415"	"Rpl23"	"RNAbinding"	"ribosomal protein L23 [Source:MGI Symbol;Acc:MGI:1929455]"
"1743"	"ENSMUSG00000058546"	"Rpl23a"	"RNAbinding"	"ribosomal protein L23A [Source:MGI Symbol;Acc:MGI:3040672]"
"1744"	"ENSMUSG00000078126"	"Rpl23a-ps3"	"RNAbinding"	"ribosomal protein L23A, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3781353]"
"1745"	"ENSMUSG00000022601"	"Rpl24"	"RNAbinding"	"ribosomal protein L24 [Source:MGI Symbol;Acc:MGI:1915443]"
"1747"	"ENSMUSG00000063316"	"Rpl27"	"RNAbinding"	"ribosomal protein L27 [Source:MGI Symbol;Acc:MGI:98036]"
"1754"	"ENSMUSG00000090753"	"Rpl31-ps4"	"RNAbinding"	"ribosomal protein L31, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3649126]"
"1757"	"ENSMUSG00000057863"	"Rpl36"	"RNAbinding"	"ribosomal protein L36 [Source:MGI Symbol;Acc:MGI:1860603]"
"1761"	"ENSMUSG00000032399"	"Rpl4"	"RNAbinding"	"ribosomal protein L4 [Source:MGI Symbol;Acc:MGI:1915141]"
"1762"	"ENSMUSG00000058558"	"Rpl5"	"RNAbinding"	"ribosomal protein L5 [Source:MGI Symbol;Acc:MGI:102854]"
"1765"	"ENSMUSG00000003970"	"Rpl8"	"RNAbinding"	"ribosomal protein L8 [Source:MGI Symbol;Acc:MGI:1350927]"
"1769"	"ENSMUSG00000030062"	"Rpn1"	"RNAbinding"	"ribophorin I [Source:MGI Symbol;Acc:MGI:98084]"
"1771"	"ENSMUSG00000062309"	"Rpp25"	"RNAbinding"	"ribonuclease P/MRP 25 subunit [Source:MGI Symbol;Acc:MGI:2143151]"
"1772"	"ENSMUSG00000024800"	"Rpp30"	"RNAbinding"	"ribonuclease P/MRP 30 subunit [Source:MGI Symbol;Acc:MGI:1859683]"
"1774"	"ENSMUSG00000052146"	"Rps10"	"RNAbinding"	"ribosomal protein S10 [Source:MGI Symbol;Acc:MGI:1914347]"
"1776"	"ENSMUSG00000061983"	"Rps12"	"RNAbinding"	"ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:98105]"
"1782"	"ENSMUSG00000008683"	"Rps15a"	"RNAbinding"	"ribosomal protein S15A [Source:MGI Symbol;Acc:MGI:2389091]"
"1786"	"ENSMUSG00000051518"	"Rps19bp1"	"RNAbinding"	"ribosomal protein S19 binding protein 1 [Source:MGI Symbol;Acc:MGI:1913788]"
"1788"	"ENSMUSG00000028234"	"Rps20"	"RNAbinding"	"ribosomal protein S20 [Source:MGI Symbol;Acc:MGI:1914677]"
"1789"	"ENSMUSG00000039001"	"Rps21"	"RNAbinding"	"ribosomal protein S21 [Source:MGI Symbol;Acc:MGI:1913731]"
"1791"	"ENSMUSG00000025290"	"Rps24"	"RNAbinding"	"ribosomal protein S24 [Source:MGI Symbol;Acc:MGI:98147]"
"1794"	"ENSMUSG00000020460"	"Rps27a"	"RNAbinding"	"ribosomal protein S27A [Source:MGI Symbol;Acc:MGI:1925544]"
"1795"	"ENSMUSG00000058838"	"Rps27a-ps2"	"RNAbinding"	"ribosomal protein S27A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3643614]"
"1797"	"ENSMUSG00000067288"	"Rps28"	"RNAbinding"	"ribosomal protein S28 [Source:MGI Symbol;Acc:MGI:1859516]"
"1798"	"ENSMUSG00000030744"	"Rps3"	"RNAbinding"	"ribosomal protein S3 [Source:MGI Symbol;Acc:MGI:1350917]"
"1800"	"ENSMUSG00000031320"	"Rps4x"	"RNAbinding"	"ribosomal protein S4, X-linked [Source:MGI Symbol;Acc:MGI:98158]"
"1802"	"ENSMUSG00000012848"	"Rps5"	"RNAbinding"	"ribosomal protein S5 [Source:MGI Symbol;Acc:MGI:1097682]"
"1803"	"ENSMUSG00000028495"	"Rps6"	"RNAbinding"	"ribosomal protein S6 [Source:MGI Symbol;Acc:MGI:98159]"
"1805"	"ENSMUSG00000047675"	"Rps8"	"RNAbinding"	"ribosomal protein S8 [Source:MGI Symbol;Acc:MGI:98166]"
"1806"	"ENSMUSG00000006333"	"Rps9"	"RNAbinding"	"ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1924096]"
"1810"	"ENSMUSG00000027324"	"Rpusd2"	"RNAbinding"	"RNA pseudouridylate synthase domain containing 2 [Source:MGI Symbol;Acc:MGI:1918066]"
"1811"	"ENSMUSG00000051169"	"Rpusd3"	"RNAbinding"	"RNA pseudouridylate synthase domain containing 3 [Source:MGI Symbol;Acc:MGI:2141440]"
"1812"	"ENSMUSG00000032044"	"Rpusd4"	"RNAbinding"	"RNA pseudouridylate synthase domain containing 4 [Source:MGI Symbol;Acc:MGI:1919239]"
"1815"	"ENSMUSG00000061032"	"Rrp1"	"RNAbinding"	"ribosomal RNA processing 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1203500]"
"1816"	"ENSMUSG00000035049"	"Rrp12"	"RNAbinding"	"ribosomal RNA processing 12 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2147437]"
"1818"	"ENSMUSG00000058392"	"Rrp1b"	"RNAbinding"	"ribosomal RNA processing 1 homolog B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919712]"
"1819"	"ENSMUSG00000023971"	"Rrp36"	"RNAbinding"	"ribosomal RNA processing 36 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2385053]"
"1820"	"ENSMUSG00000018040"	"Rrp7a"	"RNAbinding"	"ribosomal RNA processing 7 homolog A (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1922028]"
"1821"	"ENSMUSG00000030888"	"Rrp8"	"RNAbinding"	"ribosomal RNA processing 8, methyltransferase, homolog (yeast) [Source:MGI Symbol;Acc:MGI:1914251]"
"1822"	"ENSMUSG00000041506"	"Rrp9"	"RNAbinding"	"RRP9, small subunit (SSU) processome component, homolog (yeast) [Source:MGI Symbol;Acc:MGI:2384313]"
"1823"	"ENSMUSG00000061024"	"Rrs1"	"RNAbinding"	"RRS1 ribosome biogenesis regulator homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1929721]"
"1824"	"ENSMUSG00000005846"	"Rsl1d1"	"RNAbinding"	"ribosomal L1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913659]"
"1827"	"ENSMUSG00000000339"	"Rtcd1"	"RNAbinding"	"RNA 3'-terminal phosphate cyclase [Source:MGI Symbol;Acc:MGI:1913618]"
"1828"	"ENSMUSG00000027304"	"Rtf1"	"RNAbinding"	"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1309480]"
"1830"	"ENSMUSG00000020458"	"Rtn4"	"RNAbinding"	"reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835]"
"1835"	"ENSMUSG00000074457"	"S100a16"	"RNAbinding"	"S100 calcium binding protein A16 [Source:MGI Symbol;Acc:MGI:1915110]"
"1836"	"ENSMUSG00000001020"	"S100a4"	"RNAbinding"	"S100 calcium binding protein A4 [Source:MGI Symbol;Acc:MGI:1330282]"
"1839"	"ENSMUSG00000071054"	"Safb"	"RNAbinding"	"scaffold attachment factor B [Source:MGI Symbol;Acc:MGI:2146974]"
"1840"	"ENSMUSG00000042625"	"Safb2"	"RNAbinding"	"scaffold attachment factor B2 [Source:MGI Symbol;Acc:MGI:2146808]"
"1841"	"ENSMUSG00000021838"	"Samd4"	"RNAbinding"	"sterile alpha motif domain containing 4 [Source:MGI Symbol;Acc:MGI:1921730]"
"1844"	"ENSMUSG00000022876"	"Samsn1"	"RNAbinding"	"SAM domain, SH3 domain and nuclear localization signals, 1 [Source:MGI Symbol;Acc:MGI:1914992]"
"1847"	"ENSMUSG00000078427"	"Sarnp"	"RNAbinding"	"SAP domain containing ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1913368]"
"1850"	"ENSMUSG00000039148"	"Sart1"	"RNAbinding"	"squamous cell carcinoma antigen recognized by T cells 1 [Source:MGI Symbol;Acc:MGI:1309453]"
"1851"	"ENSMUSG00000018974"	"Sart3"	"RNAbinding"	"squamous cell carcinoma antigen recognized by T cells 3 [Source:MGI Symbol;Acc:MGI:1858230]"
"1852"	"ENSMUSG00000025337"	"Sbds"	"RNAbinding"	"Shwachman-Bodian-Diamond syndrome homolog (human) [Source:MGI Symbol;Acc:MGI:1913961]"
"1855"	"ENSMUSG00000033228"	"Scaf11"	"RNAbinding"	"SR-related CTD-associated factor 11 [Source:MGI Symbol;Acc:MGI:1919443]"
"1863"	"ENSMUSG00000032181"	"Scg3"	"RNAbinding"	"secretogranin III [Source:MGI Symbol;Acc:MGI:103032]"
"1871"	"ENSMUSG00000055319"	"Sec23ip"	"RNAbinding"	"Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915]"
"1875"	"ENSMUSG00000053317"	"Sec61b"	"RNAbinding"	"Sec61 beta subunit [Source:MGI Symbol;Acc:MGI:1913462]"
"1877"	"ENSMUSG00000019802"	"Sec63"	"RNAbinding"	"SEC63-like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2155302]"
"1878"	"ENSMUSG00000035139"	"Secisbp2"	"RNAbinding"	"SECIS binding protein 2 [Source:MGI Symbol;Acc:MGI:1922670]"
"1879"	"ENSMUSG00000035093"	"Secisbp2l"	"RNAbinding"	"SECIS binding protein 2-like [Source:MGI Symbol;Acc:MGI:1917604]"
"1881"	"ENSMUSG00000036371"	"Serbp1"	"RNAbinding"	"serpine1 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1914120]"
"1887"	"ENSMUSG00000070436"	"Serpinh1"	"RNAbinding"	"serine (or cysteine) peptidase inhibitor, clade H, member 1 [Source:MGI Symbol;Acc:MGI:88283]"
"1891"	"ENSMUSG00000024949"	"Sf1"	"RNAbinding"	"splicing factor 1 [Source:MGI Symbol;Acc:MGI:1095403]"
"1892"	"ENSMUSG00000002129"	"Sf3a1"	"RNAbinding"	"splicing factor 3a, subunit 1 [Source:MGI Symbol;Acc:MGI:1914715]"
"1893"	"ENSMUSG00000020211"	"Sf3a2"	"RNAbinding"	"splicing factor 3a, subunit 2 [Source:MGI Symbol;Acc:MGI:104912]"
"1894"	"ENSMUSG00000028902"	"Sf3a3"	"RNAbinding"	"splicing factor 3a, subunit 3 [Source:MGI Symbol;Acc:MGI:1922312]"
"1895"	"ENSMUSG00000025982"	"Sf3b1"	"RNAbinding"	"splicing factor 3b, subunit 1 [Source:MGI Symbol;Acc:MGI:1932339]"
"1896"	"ENSMUSG00000024853"	"Sf3b2"	"RNAbinding"	"splicing factor 3b, subunit 2 [Source:MGI Symbol;Acc:MGI:2441856]"
"1898"	"ENSMUSG00000068856"	"Sf3b4"	"RNAbinding"	"splicing factor 3b, subunit 4 [Source:MGI Symbol;Acc:MGI:109580]"
"1899"	"ENSMUSG00000028820"	"Sfpq"	"RNAbinding"	"splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) [Source:MGI Symbol;Acc:MGI:1918764]"
"1905"	"ENSMUSG00000016018"	"Skiv2l2"	"RNAbinding"	"superkiller viralicidic activity 2-like 2 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1919448]"
"1907"	"ENSMUSG00000004642"	"Slbp"	"RNAbinding"	"stem-loop binding protein [Source:MGI Symbol;Acc:MGI:108402]"
"1909"	"ENSMUSG00000025161"	"Slc16a3"	"RNAbinding"	"solute carrier family 16 (monocarboxylic acid transporters), member 3 [Source:MGI Symbol;Acc:MGI:1933438]"
"1914"	"ENSMUSG00000016319"	"Slc25a5"	"RNAbinding"	"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 [Source:MGI Symbol;Acc:MGI:1353496]"
"1920"	"ENSMUSG00000010095"	"Slc3a2"	"RNAbinding"	"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 [Source:MGI Symbol;Acc:MGI:96955]"
"1922"	"ENSMUSG00000032212"	"Sltm"	"RNAbinding"	"SAFB-like, transcription modulator [Source:MGI Symbol;Acc:MGI:1913910]"
"1930"	"ENSMUSG00000025024"	"Smndc1"	"RNAbinding"	"survival motor neuron domain containing 1 [Source:MGI Symbol;Acc:MGI:1923729]"
"1933"	"ENSMUSG00000001424"	"Snd1"	"RNAbinding"	"staphylococcal nuclease and tudor domain containing 1 [Source:MGI Symbol;Acc:MGI:1929266]"
"1934"	"ENSMUSG00000050213"	"Snip1"	"RNAbinding"	"Smad nuclear interacting protein 1 [Source:MGI Symbol;Acc:MGI:2156003]"
"1935"	"ENSMUSG00000003660"	"Snrnp200"	"RNAbinding"	"small nuclear ribonucleoprotein 200 (U5) [Source:MGI Symbol;Acc:MGI:2444401]"
"1936"	"ENSMUSG00000074088"	"Snrnp40"	"RNAbinding"	"small nuclear ribonucleoprotein 40 (U5) [Source:MGI Symbol;Acc:MGI:1913835]"
"1937"	"ENSMUSG00000063511"	"Snrnp70"	"RNAbinding"	"small nuclear ribonucleoprotein 70 (U1) [Source:MGI Symbol;Acc:MGI:98341]"
"1943"	"ENSMUSG00000002477"	"Snrpd1"	"RNAbinding"	"small nuclear ribonucleoprotein D1 [Source:MGI Symbol;Acc:MGI:98344]"
"1950"	"ENSMUSG00000041308"	"Sntb2"	"RNAbinding"	"syntrophin, basic 2 [Source:MGI Symbol;Acc:MGI:101771]"
"1954"	"ENSMUSG00000022961"	"Son"	"RNAbinding"	"Son DNA binding protein [Source:MGI Symbol;Acc:MGI:98353]"
"1956"	"ENSMUSG00000031626"	"Sorbs2"	"RNAbinding"	"sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574]"
"1959"	"ENSMUSG00000051934"	"Spats2"	"RNAbinding"	"spermatogenesis associated, serine-rich 2 [Source:MGI Symbol;Acc:MGI:1919822]"
"1960"	"ENSMUSG00000038305"	"Spats2l"	"RNAbinding"	"spermatogenesis associated, serine-rich 2-like [Source:MGI Symbol;Acc:MGI:1914448]"
"1961"	"ENSMUSG00000040761"	"Spen"	"RNAbinding"	"SPEN homolog, transcriptional regulator (Drosophila) [Source:MGI Symbol;Acc:MGI:1891706]"
"1973"	"ENSMUSG00000024528"	"Srfbp1"	"RNAbinding"	"serum response factor binding protein 1 [Source:MGI Symbol;Acc:MGI:1914472]"
"1975"	"ENSMUSG00000009549"	"Srp14"	"RNAbinding"	"signal recognition particle 14 [Source:MGI Symbol;Acc:MGI:107169]"
"1976"	"ENSMUSG00000014504"	"Srp19"	"RNAbinding"	"signal recognition particle 19 [Source:MGI Symbol;Acc:MGI:1913634]"
"1977"	"ENSMUSG00000021020"	"Srp54a"	"RNAbinding"	"signal recognition particle 54C [Source:MGI Symbol;Acc:MGI:3714359]"
"1978"	"ENSMUSG00000079108"	"Srp54b"	"RNAbinding"	"signal recognition particle 54B [Source:MGI Symbol;Acc:MGI:3714357]"
"1979"	"ENSMUSG00000073079"	"Srp54c"	"RNAbinding"	"signal recognition particle 54A [Source:MGI Symbol;Acc:MGI:1346087]"
